user_id,course_id,course_name,instructor,course_duration_hours,certification_offered,difficulty_level,rating,enrollment_numbers,course_price,feedback_score,study_material_available,time_spent_hours,previous_courses_taken
17227,7579,Public Speaking Mastery,Dr. John Smith,50.1,Yes,Beginner,2.9,2123,364.66,0.896,Yes,1,4
29023,4891,AI for Business Leaders,Jessica Martinez,13.7,Yes,Beginner,4.1,40584,422.19,0.794,Yes,21.31,8
3794,4540,AI for Business Leaders,David Wilson,97.5,Yes,Beginner,3.4,44163,466.78,0.818,No,26.32,7
1660,2468,Fitness and Nutrition Coaching,Daniel White,14.9,Yes,Intermediate,3.2,44257,228.07,0.563,Yes,1,8
37931,4025,AI for Business Leaders,Charlotte King,14.4,No,Intermediate,2.2,29524,307.69,0.755,Yes,3.68,3
43474,5532,Public Speaking Mastery,James Clark,56.5,Yes,Intermediate,4.2,37059,197.97,0.949,Yes,33.66,3
16041,9735,Networking and System Administration,Charlotte King,70.4,Yes,Beginner,3.5,34181,273.8,0.534,No,1,11
4271,4192,Project Management Fundamentals,Dr. John Smith,69.1,Yes,Beginner,4.2,3496,54.25,0.739,Yes,54.56,7
13287,6086,Stock Market and Trading Strategies,Charlotte King,91,Yes,Intermediate,4.9,31086,52.58,0.75,No,32.97,6
3604,6671,Ethical Hacking Masterclass,Dr. John Smith,18.3,Yes,Beginner,3.7,25348,492.81,0.928,Yes,30.72,3
46541,6487,Fitness and Nutrition Coaching,Dr. Mia Walker,65.8,Yes,Beginner,2.6,49630,89.49,0.731,Yes,1,1
17601,1624,Fundamentals of Digital Marketing,Liam Adams,61.2,No,Intermediate,4.3,29423,412.68,0.409,Yes,1,3
2292,3374,Project Management Fundamentals,Ethan Hall,49.4,Yes,Beginner,3.9,21066,473.23,0.8,No,16.53,7
13124,3184,Advanced Machine Learning,David Wilson,98.3,Yes,Beginner,3.1,1662,357.99,0.723,Yes,20.48,6
3812,6108,Stock Market and Trading Strategies,Michael Brown,57.5,Yes,Advanced,5,28882,250.51,0.698,Yes,15.36,3
13348,4632,Graphic Design with Canva,Emma Harris,18.6,Yes,Advanced,4.9,41074,358.37,0.636,No,1,5
31277,54,Mobile App Development with Swift,James Clark,95.6,Yes,Beginner,4.3,18863,115.42,0.494,Yes,74.9,4
46620,2741,Cloud Computing Essentials,Charlotte King,97.7,Yes,Beginner,3.5,32132,408.83,0.573,Yes,1,1
15514,9784,Fundamentals of Digital Marketing,Daniel White,18.8,Yes,Advanced,3.4,23587,187.8,1,Yes,1,6
5143,6422,Advanced Machine Learning,Sarah Lee,6.5,Yes,Beginner,5,43233,111.13,0.837,No,1.9,2
23247,9450,Personal Finance and Wealth Building,Liam Adams,59.9,No,Intermediate,3.9,40593,204.67,0.431,Yes,20.83,6
25508,3832,Cybersecurity for Professionals,James Clark,51.6,Yes,Intermediate,1.8,27476,189.17,0.983,Yes,17.07,5
26715,8390,Graphic Design with Canva,Isabella Scott,74.8,Yes,Intermediate,4.9,7515,186.5,0.799,Yes,6.66,4
12195,6306,Public Speaking Mastery,William Thomas,27.5,Yes,Intermediate,4.3,5303,162.56,0.837,Yes,21.6,5
7527,4275,Blockchain and Decentralized Applications,Isabella Scott,50.2,Yes,Beginner,3.9,35472,384.5,0.868,Yes,19.99,8
19363,7147,Cloud Computing Essentials,David Wilson,48.5,Yes,Beginner,3.2,48703,344.51,0.566,No,17.08,5
46282,2799,Networking and System Administration,David Wilson,76.1,Yes,Intermediate,4.7,43503,489.52,1,Yes,25.06,5
44853,4665,Fundamentals of Digital Marketing,Dr. John Smith,33.2,Yes,Advanced,4.7,18912,283.07,0.817,Yes,12.33,5
46118,4549,Fundamentals of Digital Marketing,Liam Adams,40.9,Yes,Beginner,2.1,2692,211.78,0.73,Yes,5.47,5
47837,1185,Mobile App Development with Swift,Sophia Anderson,50.1,Yes,Beginner,4.6,44470,296.48,0.606,Yes,5.9,7
4596,8877,Python for Beginners,Dr. Robert Davis,36.1,Yes,Advanced,3.9,31906,377.6,0.501,Yes,16.49,6
30395,9059,Blockchain and Decentralized Applications,Jessica Martinez,21.6,Yes,Intermediate,4.2,39604,448.36,0.599,No,17.74,5
15403,3479,Blockchain and Decentralized Applications,Jessica Martinez,15.9,No,Advanced,4.5,41702,400.68,0.746,Yes,18.72,6
27141,9390,Project Management Fundamentals,Olivia Taylor,81.1,Yes,Intermediate,4.4,23239,494.04,0.608,Yes,1,7
22596,3967,Stock Market and Trading Strategies,Jessica Martinez,40.7,Yes,Beginner,4.3,45152,208.12,1,Yes,53.53,4
42724,9504,Ethical Hacking Masterclass,James Clark,16.7,No,Beginner,4.9,35662,196.53,0.999,No,7.29,9
46765,9780,Networking and System Administration,Prof. Emily Johnson,62.3,Yes,Beginner,4,14362,265.43,0.843,Yes,22.91,7
24912,9077,Fundamentals of Digital Marketing,Liam Adams,85.3,Yes,Advanced,4.2,24265,475.1,1,No,17.51,6
25753,3105,Stock Market and Trading Strategies,Dr. Mia Walker,55.8,No,Advanced,3.8,40496,48.25,0.652,No,35.28,5
19406,4549,Game Development with Unity,Sophia Anderson,79.8,No,Advanced,4,4810,392.24,0.529,Yes,25.2,9
24221,9962,AI for Business Leaders,Liam Adams,8.9,Yes,Beginner,3.2,28746,129.38,0.615,Yes,1,3
33954,6070,Photography and Video Editing,Alexander Young,55.7,Yes,Beginner,5,22620,181.29,0.908,No,17.37,3
36054,8303,Public Speaking Mastery,Dr. John Smith,69.3,Yes,Beginner,4.9,3760,273.72,0.557,No,13.57,3
3448,726,Python for Beginners,Michael Brown,79.3,No,Beginner,4,38547,117.48,0.554,Yes,10.34,5
10663,6214,Graphic Design with Canva,Alexander Young,18,Yes,Beginner,4.1,17649,158.98,0.748,Yes,36.54,6
4900,8695,AI for Business Leaders,James Clark,39,Yes,Intermediate,3.2,37204,370.64,0.962,Yes,28.64,4
28583,3048,Project Management Fundamentals,Emma Harris,53.6,Yes,Intermediate,4,37882,474.4,0.682,Yes,41.38,4
48829,3844,Networking and System Administration,Michael Brown,21,Yes,Beginner,3.3,18244,73.77,0.551,Yes,6.95,4
1936,6025,Game Development with Unity,Sarah Lee,53.2,Yes,Intermediate,3.7,19117,105.01,0.969,Yes,26.67,5
42214,9566,Photography and Video Editing,Daniel White,62.8,No,Advanced,2.6,14916,207.64,0.561,No,33.28,2
42043,2021,Data Visualization with Tableau,Sarah Lee,8.9,No,Beginner,4.5,31116,143.62,0.8,Yes,19.75,4
10336,659,DevOps and Continuous Deployment,Liam Adams,10.4,Yes,Beginner,3.6,2343,221.56,0.833,Yes,13.09,4
17670,7603,Stock Market and Trading Strategies,Emma Harris,70.5,No,Beginner,4.4,8214,257.52,1,Yes,41.27,7
8546,3205,Advanced Machine Learning,James Clark,10.2,Yes,Beginner,4.4,42094,295.11,1,Yes,18.77,5
40248,6544,DevOps and Continuous Deployment,James Clark,86.1,Yes,Beginner,4.3,30931,51.27,0.82,Yes,10.6,4
38024,9690,AI for Business Leaders,Prof. Emily Johnson,43.3,Yes,Beginner,4.6,14668,235.49,0.703,Yes,41.13,4
18270,1927,Photography and Video Editing,Alexander Young,42.5,Yes,Beginner,4.2,246,81.02,0.799,Yes,1,7
37831,5634,Personal Finance and Wealth Building,David Wilson,13.7,Yes,Intermediate,3.1,19131,63.58,0.634,No,20.73,3
7067,3231,Project Management Fundamentals,David Wilson,56.1,Yes,Beginner,3.6,16837,40.99,0.823,Yes,27.68,4
10713,8609,Public Speaking Mastery,Prof. Emily Johnson,27.1,No,Beginner,5,18477,314.72,0.935,Yes,3.86,4
15992,3057,Fundamentals of Digital Marketing,Dr. Robert Davis,23.6,No,Beginner,3.4,4619,341.37,1,Yes,25.01,2
35791,3199,Personal Finance and Wealth Building,Sophia Anderson,76.8,Yes,Beginner,4.2,22431,30.09,0.729,No,32.53,4
21650,6843,Fundamentals of Digital Marketing,Liam Adams,67.4,Yes,Advanced,3.7,16546,192.38,0.716,Yes,35.58,5
34316,5855,Cloud Computing Essentials,Liam Adams,96.9,Yes,Beginner,3.7,19220,149.5,0.694,Yes,35.7,3
30807,5971,Fitness and Nutrition Coaching,Dr. Mia Walker,91.2,Yes,Beginner,4.2,44074,190.71,0.829,Yes,1,6
12211,390,Fundamentals of Digital Marketing,James Clark,70.7,No,Beginner,3.9,8364,383.3,0.756,Yes,44.63,7
36973,6574,Game Development with Unity,Prof. Emily Johnson,68.7,Yes,Beginner,4.6,45319,400.09,0.76,Yes,13.94,10
40359,2856,AI for Business Leaders,Sarah Lee,92.8,No,Intermediate,4.6,25286,413.37,0.474,Yes,1,5
34137,6911,Cloud Computing Essentials,Dr. John Smith,51.3,Yes,Advanced,5,4805,77.21,0.781,No,22.33,3
44298,3243,Networking and System Administration,Sarah Lee,46.6,Yes,Beginner,3.7,8323,296.3,0.568,Yes,14.72,1
15946,9070,Ethical Hacking Masterclass,Sarah Lee,23.9,Yes,Intermediate,3,24785,31.69,0.818,Yes,16.38,5
29666,3018,Graphic Design with Canva,Sarah Lee,7.1,Yes,Intermediate,4.3,8936,395.23,0.877,Yes,4.23,9
42478,8716,Cloud Computing Essentials,Ethan Hall,78.4,Yes,Intermediate,5,16623,486.57,0.865,Yes,4.01,4
13645,2820,Cybersecurity for Professionals,Sophia Anderson,18.6,Yes,Advanced,4.3,18434,172.13,0.703,No,22.19,7
4918,1139,Fitness and Nutrition Coaching,Dr. Robert Davis,45.3,Yes,Intermediate,4.2,12991,406.77,0.633,Yes,26.32,3
19869,8241,Project Management Fundamentals,Sophia Anderson,79.9,Yes,Intermediate,4.3,43256,175.8,0.826,Yes,34.54,5
11878,1797,DevOps and Continuous Deployment,Alexander Young,13.7,Yes,Intermediate,4,43953,213.82,0.744,Yes,15.16,5
13225,381,Networking and System Administration,Charlotte King,82.3,Yes,Beginner,4.1,6870,256.63,0.406,Yes,32.37,7
3053,1902,Ethical Hacking Masterclass,William Thomas,48.5,No,Advanced,5,18666,138.57,0.825,Yes,14.71,6
27273,3943,Ethical Hacking Masterclass,Emma Harris,66.7,Yes,Beginner,4.7,12313,245.64,0.758,Yes,7.35,3
41151,1955,Data Visualization with Tableau,Daniel White,98,No,Beginner,3.9,9154,495.63,0.621,Yes,19.27,6
30669,6277,Project Management Fundamentals,Sarah Lee,97.9,No,Beginner,4.7,27032,205.55,0.738,Yes,28.97,5
17317,7941,Fitness and Nutrition Coaching,Daniel White,78.3,No,Advanced,4.6,10236,298.06,0.517,Yes,9.99,4
7241,9416,Public Speaking Mastery,David Wilson,53,Yes,Beginner,3.6,1872,414.43,0.626,Yes,34.66,7
31560,5366,Fundamentals of Digital Marketing,Sarah Lee,17,Yes,Beginner,4.4,25116,253.16,0.76,Yes,25.55,8
3239,6627,Python for Beginners,Dr. John Smith,93.4,No,Intermediate,3.5,24645,412.75,0.992,Yes,16.86,9
43176,3639,DevOps and Continuous Deployment,Dr. Robert Davis,92.6,Yes,Beginner,5,9011,249.81,0.612,Yes,11.13,8
566,2241,Photography and Video Editing,Charlotte King,64.9,No,Beginner,4.3,7486,498,0.853,Yes,14.87,3
21763,8207,AI for Business Leaders,Michael Brown,93.9,No,Advanced,5,21308,265.99,0.67,No,1,8
5559,590,Photography and Video Editing,Jessica Martinez,39.6,No,Beginner,3.6,19479,468.96,0.954,No,9.44,7
16376,7084,Photography and Video Editing,Emma Harris,47.8,Yes,Advanced,4.3,35567,369.4,0.841,Yes,36.05,2
25711,4253,Photography and Video Editing,Liam Adams,7,Yes,Beginner,3.1,12136,389.39,0.791,Yes,24.88,3
49896,9842,Fitness and Nutrition Coaching,Charlotte King,24.4,Yes,Intermediate,3.3,27976,337.94,0.896,No,29.47,3
11104,7682,Data Visualization with Tableau,Jessica Martinez,64.7,No,Advanced,4.1,24576,65.02,0.583,Yes,23.04,6
15175,2746,Advanced Machine Learning,Ethan Hall,29.4,Yes,Intermediate,2.8,21941,241.59,0.954,Yes,18.51,11
41491,9543,Cloud Computing Essentials,Charlotte King,15.3,No,Beginner,2.7,12601,127.58,0.532,No,2.73,8
21794,5898,Graphic Design with Canva,James Clark,64.5,Yes,Advanced,3.7,20496,32.45,0.689,Yes,1,9
27598,311,Networking and System Administration,Charlotte King,72.5,Yes,Intermediate,3.2,45195,261.89,0.805,Yes,20.14,3
8754,7622,Game Development with Unity,Dr. John Smith,5.8,Yes,Intermediate,2.2,868,237.21,0.658,No,7.38,6
38398,1549,Ethical Hacking Masterclass,Olivia Taylor,56,No,Intermediate,4,20970,368.97,0.965,Yes,8.81,3
6319,1160,Public Speaking Mastery,Daniel White,73.9,Yes,Intermediate,4.1,18572,268.64,0.93,Yes,13.58,7
33070,9819,Fundamentals of Digital Marketing,Liam Adams,69.4,Yes,Beginner,4.5,37919,491.29,0.81,Yes,14.16,6
20152,3516,Public Speaking Mastery,Liam Adams,31.7,No,Advanced,3.9,30662,240.89,0.753,No,46.24,7
40275,1739,Stock Market and Trading Strategies,Alexander Young,75.5,Yes,Intermediate,3.9,8835,428.56,0.951,Yes,40.06,5
8702,8409,Cloud Computing Essentials,Alexander Young,86.1,Yes,Intermediate,3.3,11497,332.65,0.879,Yes,13.84,4
6963,9098,Photography and Video Editing,Alexander Young,83.6,Yes,Beginner,5,16965,464.05,0.742,Yes,12.09,3
38198,9037,Public Speaking Mastery,Liam Adams,66.8,Yes,Beginner,3.8,22216,301.72,1,No,35.91,5
48635,2966,Photography and Video Editing,Charlotte King,35.2,Yes,Advanced,4.1,19308,494.07,0.888,Yes,19.72,9
30042,9192,Photography and Video Editing,Prof. Emily Johnson,25.1,No,Advanced,5,29698,200.9,0.86,Yes,3.68,4
7249,8888,Networking and System Administration,David Wilson,96.6,Yes,Intermediate,4.4,49568,414.58,0.794,Yes,15.07,8
19830,9390,Cybersecurity for Professionals,Olivia Taylor,5.8,Yes,Intermediate,3.7,37219,339.32,0.688,Yes,6.55,5
2204,1426,Graphic Design with Canva,Isabella Scott,91.1,Yes,Advanced,5,23770,230.63,0.44,Yes,32.7,4
25371,4681,DevOps and Continuous Deployment,Charlotte King,35.1,No,Beginner,3.9,28719,329.75,0.609,Yes,23.46,3
35248,1878,Cloud Computing Essentials,Dr. Mia Walker,32.2,Yes,Advanced,3.8,31256,84.49,0.827,Yes,4.52,6
10387,8509,Graphic Design with Canva,Jessica Martinez,14,Yes,Advanced,4,25133,354.79,0.79,Yes,13.45,3
435,2544,Mobile App Development with Swift,Ethan Hall,26.4,Yes,Advanced,4.1,26604,42.1,0.783,Yes,16.49,3
42999,9652,Data Visualization with Tableau,Charlotte King,85.5,No,Intermediate,3.7,45770,109.9,0.662,No,14.35,4
34475,5056,Python for Beginners,Dr. John Smith,12.2,No,Advanced,3.9,22576,331.94,0.633,Yes,22.65,6
24645,2380,Data Visualization with Tableau,Daniel White,21.6,No,Beginner,2.6,16807,414.28,0.714,Yes,41.94,4
38494,2280,Fitness and Nutrition Coaching,Jessica Martinez,21.4,Yes,Intermediate,3.7,23745,370,0.767,Yes,37.16,6
18289,7441,Graphic Design with Canva,Charlotte King,97.4,No,Advanced,4.5,37365,317.77,0.635,Yes,6.81,3
3960,3601,Personal Finance and Wealth Building,Benjamin Lewis,19.4,Yes,Intermediate,4.5,36252,167.71,0.738,Yes,34.24,4
47290,1331,Data Visualization with Tableau,Jessica Martinez,10.8,Yes,Advanced,3.1,6987,304.28,0.555,Yes,1,2
11144,440,Graphic Design with Canva,Charlotte King,24.6,Yes,Intermediate,5,49329,208.44,0.62,Yes,29.13,0
39594,7064,Photography and Video Editing,James Clark,71.6,No,Advanced,2.7,37456,172.19,0.696,Yes,15.93,3
39116,3917,Fitness and Nutrition Coaching,Liam Adams,27.5,Yes,Intermediate,4.8,48579,130.66,0.723,Yes,41.13,2
45610,2673,AI for Business Leaders,James Clark,22.3,Yes,Intermediate,3,26849,263.91,0.817,Yes,10.01,5
22541,2084,Project Management Fundamentals,Sophia Anderson,72.1,Yes,Advanced,3.2,30324,188.88,0.723,Yes,25.42,6
35482,9534,Ethical Hacking Masterclass,Jessica Martinez,41.2,Yes,Beginner,4.9,37905,119.98,0.604,Yes,37.62,4
29970,3090,Photography and Video Editing,Sarah Lee,81.2,Yes,Beginner,2.6,33659,441.38,0.675,Yes,7.83,5
11562,1758,Cloud Computing Essentials,Benjamin Lewis,30.5,Yes,Intermediate,4.1,33395,74.34,1,Yes,29.59,1
22579,4475,Personal Finance and Wealth Building,Alexander Young,21,Yes,Advanced,2.8,26584,270.64,0.662,Yes,1,9
12788,3498,Python for Beginners,Benjamin Lewis,8.9,No,Intermediate,4.7,42079,79.81,0.878,Yes,25.34,3
6513,8192,Advanced Machine Learning,Alexander Young,47.3,Yes,Advanced,4,21809,141.2,0.75,Yes,33.36,7
10597,9701,Ethical Hacking Masterclass,James Clark,61.9,No,Beginner,3.5,23990,338.28,0.715,Yes,15.38,6
31747,3854,Cloud Computing Essentials,Dr. John Smith,76,No,Beginner,2.8,20503,488.01,0.872,Yes,34.81,3
19931,4362,Project Management Fundamentals,Sarah Lee,46.3,Yes,Advanced,4.3,25563,409.86,0.579,No,1,6
47951,2940,Project Management Fundamentals,Dr. John Smith,54.4,Yes,Advanced,3.4,21168,305.64,0.844,Yes,25.94,2
30202,918,Fitness and Nutrition Coaching,Jessica Martinez,48.3,Yes,Beginner,3.1,30396,499.37,0.764,Yes,54.38,6
18688,6493,Public Speaking Mastery,Isabella Scott,10.7,No,Beginner,3.7,8811,293.29,0.7,Yes,38.4,4
35990,7411,Public Speaking Mastery,Sophia Anderson,67.4,Yes,Beginner,4.1,24092,29.4,0.835,Yes,18.28,8
30184,5627,Networking and System Administration,Liam Adams,93.6,No,Intermediate,4.2,3135,474.96,0.747,No,32.86,6
20759,8357,Networking and System Administration,Benjamin Lewis,39.8,Yes,Intermediate,5,29435,294.64,0.743,Yes,31.72,4
1083,2209,DevOps and Continuous Deployment,Alexander Young,19.1,No,Intermediate,5,23134,469.35,0.422,Yes,8.99,6
41406,7390,Game Development with Unity,Daniel White,28.2,Yes,Beginner,3.6,28323,197.06,0.571,No,38.44,5
30833,7271,Networking and System Administration,James Clark,96.4,No,Advanced,4.2,5811,215.61,0.764,Yes,37.03,3
45892,3681,Python for Beginners,Sarah Lee,31.9,Yes,Advanced,3.2,2006,117.46,0.595,Yes,33.09,9
45811,5568,Photography and Video Editing,David Wilson,38.6,Yes,Advanced,3.1,19436,232.93,0.689,Yes,14.56,1
46902,6847,Blockchain and Decentralized Applications,Dr. Robert Davis,29.6,Yes,Beginner,4.5,36128,378.53,0.785,Yes,16.01,6
17977,9379,Advanced Machine Learning,Isabella Scott,33.2,Yes,Beginner,2.7,26685,103.49,0.853,Yes,49.76,4
38377,7729,DevOps and Continuous Deployment,Sophia Anderson,6.7,Yes,Beginner,5,44762,116.33,0.848,Yes,9.39,6
5527,9721,Fitness and Nutrition Coaching,Sophia Anderson,19.5,No,Beginner,3.9,47810,68.65,0.738,No,24.55,3
31087,8329,Photography and Video Editing,Prof. Emily Johnson,31.8,No,Beginner,4.2,22843,443.43,0.649,Yes,33.22,4
21564,5097,Blockchain and Decentralized Applications,Isabella Scott,27.1,Yes,Beginner,3.3,11010,348.76,0.878,Yes,21.89,6
6473,3019,Game Development with Unity,Michael Brown,7.2,Yes,Beginner,4,13796,265.19,0.831,Yes,19.33,8
2776,8877,Fitness and Nutrition Coaching,Isabella Scott,61.4,No,Beginner,3.6,27351,207.05,0.937,Yes,15.97,9
15829,2459,Fundamentals of Digital Marketing,Liam Adams,58.3,Yes,Beginner,3.4,3672,390.35,0.962,No,1,4
44777,2976,Data Visualization with Tableau,Dr. Mia Walker,93.9,No,Beginner,4.9,27275,419.04,0.758,Yes,22.36,7
17975,9641,Mobile App Development with Swift,Jessica Martinez,30.7,Yes,Intermediate,5,21410,294.75,0.969,Yes,19.52,5
22389,6266,Data Visualization with Tableau,Charlotte King,47.8,Yes,Intermediate,4.3,37287,477.09,0.733,Yes,14.75,3
15056,1031,Graphic Design with Canva,Daniel White,84.6,Yes,Intermediate,3.1,25627,486.06,0.697,Yes,2.02,6
18616,1366,Fitness and Nutrition Coaching,Dr. Mia Walker,71.7,No,Intermediate,4.7,18909,38.38,0.676,Yes,26.46,7
37887,3008,Game Development with Unity,Sarah Lee,63,Yes,Beginner,2.9,34833,133.08,0.788,Yes,66.13,2
22839,7477,DevOps and Continuous Deployment,Benjamin Lewis,89.5,Yes,Intermediate,3.1,3665,287.1,0.785,Yes,4.9,2
40729,1052,Networking and System Administration,Alexander Young,25.3,Yes,Advanced,4.7,26355,428.49,0.733,Yes,1,5
12465,8762,Python for Beginners,James Clark,68,Yes,Advanced,3.1,38476,448.72,0.921,Yes,32.43,5
40365,773,Mobile App Development with Swift,Emma Harris,55.6,Yes,Intermediate,3.6,14312,402.96,0.958,Yes,19.05,4
7241,6750,DevOps and Continuous Deployment,Charlotte King,37.4,No,Beginner,3.1,30641,474.07,0.719,Yes,7.89,3
4943,1207,Public Speaking Mastery,James Clark,24,Yes,Beginner,4.5,16064,157.44,0.589,No,22.04,6
19623,8672,Blockchain and Decentralized Applications,James Clark,34.2,Yes,Beginner,4.1,12749,137.99,0.599,Yes,29.64,5
13537,828,Graphic Design with Canva,Liam Adams,59.9,No,Advanced,3,31398,188,0.448,Yes,10.63,7
1601,4141,Ethical Hacking Masterclass,Liam Adams,38.8,No,Intermediate,5,37029,262.79,0.708,Yes,12.9,1
5701,980,AI for Business Leaders,Dr. Robert Davis,98.9,Yes,Beginner,3.7,34003,285.52,0.828,Yes,24.94,5
38840,6009,Networking and System Administration,William Thomas,89.6,Yes,Beginner,4.5,31336,209.75,0.935,Yes,1.37,6
10249,5012,Advanced Machine Learning,William Thomas,93.4,No,Beginner,4.6,4525,355.13,0.937,Yes,21.61,9
45292,1897,Graphic Design with Canva,Ethan Hall,23.8,Yes,Advanced,5,38733,206.5,0.816,Yes,16.9,1
17094,4602,Stock Market and Trading Strategies,Sarah Lee,58.5,Yes,Beginner,4,23221,139.73,0.785,No,48.48,5
19356,4745,Stock Market and Trading Strategies,Benjamin Lewis,68.3,Yes,Beginner,3,14790,350.05,0.834,Yes,40.02,4
17178,7431,Fitness and Nutrition Coaching,Sophia Anderson,34.8,No,Beginner,3.4,3888,298.54,0.577,Yes,32.1,3
19484,2183,Fundamentals of Digital Marketing,Dr. Robert Davis,87.3,No,Beginner,3.2,7476,280.7,0.802,Yes,21.89,8
43816,3802,Photography and Video Editing,Jessica Martinez,67.2,Yes,Intermediate,4.4,33690,343.24,0.524,Yes,19.73,2
38534,5170,Python for Beginners,David Wilson,47.2,Yes,Beginner,4.1,31207,472.7,0.544,Yes,3.05,8
27,7903,Project Management Fundamentals,Liam Adams,6.4,Yes,Intermediate,4.6,36426,355.67,0.691,Yes,15.77,7
39462,9836,Public Speaking Mastery,Benjamin Lewis,81.2,No,Advanced,2.9,47286,64.89,0.782,No,15.76,2
21707,6895,Public Speaking Mastery,Charlotte King,32.7,Yes,Intermediate,4.9,18097,139.27,0.472,Yes,6.89,4
24661,4451,Ethical Hacking Masterclass,Liam Adams,62.9,Yes,Intermediate,4.9,1674,226.11,0.845,No,50.61,6
39378,2339,Python for Beginners,Alexander Young,12.2,Yes,Intermediate,3.9,4589,283.24,0.529,No,34.96,4
42083,2239,Mobile App Development with Swift,Dr. Robert Davis,63.8,Yes,Beginner,4,38354,143.3,0.792,Yes,4.92,1
16259,2579,Personal Finance and Wealth Building,Prof. Emily Johnson,70.1,Yes,Beginner,3.1,32878,441.69,0.622,Yes,1.59,5
38078,8018,Graphic Design with Canva,Sophia Anderson,90.9,No,Advanced,4.5,42738,310.25,0.666,Yes,24.11,4
32780,6656,Cloud Computing Essentials,David Wilson,37.2,No,Beginner,4.5,31844,196.67,0.625,Yes,1,5
24155,5388,Advanced Machine Learning,Benjamin Lewis,59.6,Yes,Intermediate,4.6,42843,391.22,0.901,Yes,59,5
29685,7479,Stock Market and Trading Strategies,Isabella Scott,6.5,No,Advanced,4,29575,94.32,0.689,Yes,38.96,9
15390,9106,Personal Finance and Wealth Building,Charlotte King,40.4,Yes,Advanced,3.5,45072,418.15,0.537,Yes,1,13
26325,231,Stock Market and Trading Strategies,Dr. John Smith,7.8,No,Beginner,5,47216,302.46,0.844,Yes,23.43,5
27686,8279,Graphic Design with Canva,Daniel White,49.4,Yes,Beginner,3,45407,82.87,0.587,Yes,44.83,4
27196,789,Graphic Design with Canva,Daniel White,71.3,No,Beginner,3.8,18102,443.14,0.683,Yes,21.39,4
21798,6171,DevOps and Continuous Deployment,Emma Harris,11.1,No,Beginner,3.4,7933,22.52,0.62,Yes,13.14,5
46440,7691,DevOps and Continuous Deployment,Daniel White,13.9,No,Intermediate,2.8,24312,51.7,0.607,Yes,18.55,4
5775,5440,Cloud Computing Essentials,Alexander Young,23.8,Yes,Beginner,2.5,428,354.05,0.864,Yes,17.85,6
31634,667,Data Visualization with Tableau,Ethan Hall,76.4,Yes,Advanced,3.1,23195,450.93,0.721,Yes,2.3,4
49332,123,Graphic Design with Canva,Dr. John Smith,87.8,No,Beginner,5,13866,400.54,0.864,Yes,1,4
797,4544,Data Visualization with Tableau,Benjamin Lewis,63.6,Yes,Intermediate,4.6,7814,402.01,0.611,Yes,28.28,2
40048,3620,AI for Business Leaders,Jessica Martinez,31,Yes,Beginner,3.9,18413,209.64,0.608,Yes,13.29,2
28390,7927,AI for Business Leaders,Dr. Robert Davis,43.4,Yes,Beginner,2.6,10034,159.28,0.744,Yes,26,2
7189,62,Python for Beginners,James Clark,37.2,Yes,Advanced,2.7,20647,155.16,0.8,Yes,29.68,7
23697,2479,Advanced Machine Learning,Dr. John Smith,90.8,Yes,Beginner,4.4,25599,45.99,0.929,Yes,15.7,3
2025,6370,Networking and System Administration,Daniel White,13,Yes,Advanced,2.9,8462,439.17,0.558,Yes,22.67,6
7667,8064,Fundamentals of Digital Marketing,Charlotte King,63.5,Yes,Beginner,4.6,38496,313.55,0.862,Yes,52.42,8
35986,218,Fitness and Nutrition Coaching,Daniel White,73.6,No,Beginner,3.3,24455,212.38,0.605,Yes,22.18,3
6585,3501,Mobile App Development with Swift,Dr. Robert Davis,18,No,Advanced,3.8,38348,128.25,0.596,Yes,2.16,6
25463,79,AI for Business Leaders,Dr. Mia Walker,99.3,Yes,Intermediate,4.3,42725,36.65,0.944,Yes,34.67,3
27045,536,AI for Business Leaders,Michael Brown,99.6,Yes,Beginner,5,41421,238.97,0.763,Yes,13.53,7
5286,8595,DevOps and Continuous Deployment,William Thomas,54.1,No,Intermediate,4.4,35380,477.59,0.867,Yes,26.41,6
7371,9927,Fundamentals of Digital Marketing,Sarah Lee,68.1,Yes,Beginner,3.6,957,324.99,0.61,Yes,24.73,8
17904,1520,Blockchain and Decentralized Applications,Jessica Martinez,63.3,No,Intermediate,3.9,16066,86.86,0.621,Yes,35.3,6
32500,8286,Advanced Machine Learning,Benjamin Lewis,42.6,Yes,Beginner,4.4,19912,29.31,0.858,No,17.32,7
32369,192,Personal Finance and Wealth Building,Sarah Lee,44,Yes,Beginner,4.3,46693,195.42,0.911,Yes,3.09,5
22996,6836,Photography and Video Editing,Dr. John Smith,99.4,No,Beginner,3.2,13342,323.14,0.701,Yes,23.66,5
39625,3755,AI for Business Leaders,Daniel White,85.6,Yes,Advanced,3.5,20737,267.7,0.847,Yes,38.23,2
35201,6505,Game Development with Unity,Ethan Hall,8.6,No,Beginner,5,8585,308.22,1,Yes,9.28,0
22842,5310,Ethical Hacking Masterclass,Dr. Robert Davis,39.6,Yes,Intermediate,4.2,7008,59.98,0.753,Yes,13.1,6
4867,8186,Public Speaking Mastery,Prof. Emily Johnson,84.3,No,Beginner,5,48575,488.11,0.904,Yes,3.18,7
13567,4046,Cybersecurity for Professionals,Ethan Hall,76.3,Yes,Advanced,3.6,21787,26.68,0.722,Yes,2.15,5
